OBJECTID;Corine_Slide;X;Y;Corine_Slide_1;OBJECTID_1;Elev_slidee;X_1;Y_1;Elev_slidee_1;OBJECTID_12;Slope_slide;X_12;Y_12;Slope_slide_1
1196;321;7268569,697799999300000;2271187,178999999500000;321,000000000000000;1196;2785;7268569,697799999300000;2271187,178999999500000;2785,000000000000000;1196;238;7268569,697799999300000;2271187,178999999500000;238,000000000000000
1197;321;7268594,697799999300000;2271187,178999999500000;321,000000000000000;1197;2788;7268594,697799999300000;2271187,178999999500000;2788,000000000000000;1197;238;7268594,697799999300000;2271187,178999999500000;238,000000000000000
1198;321;7268619,697799999300000;2271187,178999999500000;321,000000000000000;1198;2789;7268619,697799999300000;2271187,178999999500000;2789,000000000000000;1198;238;7268619,697799999300000;2271187,178999999500000;238,000000000000000
1199;321;7268644,697799999300000;2271187,178999999500000;321,000000000000000;1199;2791;7268644,697799999300000;2271187,178999999500000;2791,000000000000000;1199;237;7268644,697799999300000;2271187,178999999500000;237,000000000000000
1200;321;7268669,697799999300000;2271187,178999999500000;321,000000000000000;1200;2789;7268669,697799999300000;2271187,178999999500000;2789,000000000000000;1200;236;7268669,697799999300000;2271187,178999999500000;236,000000000000000
1201;321;7268694,697799999300000;2271187,178999999500000;321,000000000000000;1201;2796;7268694,697799999300000;2271187,178999999500000;2796,000000000000000;1201;237;7268694,697799999300000;2271187,178999999500000;237,000000000000000
1202;321;7268719,697799999300000;2271187,178999999500000;321,000000000000000;1202;2798;7268719,697799999300000;2271187,178999999500000;2798,000000000000000;1202;239;7268719,697799999300000;2271187,178999999500000;239,000000000000000
1203;321;7268744,697799999300000;2271187,178999999500000;321,000000000000000;1203;2802;7268744,697799999300000;2271187,178999999500000;2802,000000000000000;1203;244;7268744,697799999300000;2271187,178999999500000;244,000000000000000
1204;321;7268769,697799999300000;2271187,178999999500000;321,000000000000000;1204;2805;7268769,697799999300000;2271187,178999999500000;2805,000000000000000;1204;244;7268769,697799999300000;2271187,178999999500000;244,000000000000000
1205;321;7274669,697799999300000;2271187,178999999500000;321,000000000000000;1205;2363;7274669,697799999300000;2271187,178999999500000;2363,000000000000000;1205;243;7274669,697799999300000;2271187,178999999500000;243,000000000000000
1206;321;7274694,697799999300000;2271187,178999999500000;321,000000000000000;1206;2363;7274694,697799999300000;2271187,178999999500000;2363,000000000000000;1206;242;7274694,697799999300000;2271187,178999999500000;242,000000000000000
1207;321;7274719,697799999300000;2271187,178999999500000;321,000000000000000;1207;2362;7274719,697799999300000;2271187,178999999500000;2362,000000000000000;1207;240;7274719,697799999300000;2271187,178999999500000;240,000000000000000
1208;321;7274744,697799999300000;2271187,178999999500000;321,000000000000000;1208;2362;7274744,697799999300000;2271187,178999999500000;2362,000000000000000;1208;240;7274744,697799999300000;2271187,178999999500000;240,000000000000000
1209;321;7274769,697799999300000;2271187,178999999500000;321,000000000000000;1209;2357;7274769,697799999300000;2271187,178999999500000;2357,000000000000000;1209;239;7274769,697799999300000;2271187,178999999500000;239,000000000000000
1210;321;7274794,697799999300000;2271187,178999999500000;321,000000000000000;1210;2358;7274794,697799999300000;2271187,178999999500000;2358,000000000000000;1210;240;7274794,697799999300000;2271187,178999999500000;240,000000000000000
1211;321;7274819,697799999300000;2271187,178999999500000;321,000000000000000;1211;2353;7274819,697799999300000;2271187,178999999500000;2353,000000000000000;1211;240;7274819,697799999300000;2271187,178999999500000;240,000000000000000
1212;321;7274844,697799999300000;2271187,178999999500000;321,000000000000000;1212;2351;7274844,697799999300000;2271187,178999999500000;2351,000000000000000;1212;241;7274844,697799999300000;2271187,178999999500000;241,000000000000000
1213;321;7274869,697799999300000;2271187,178999999500000;321,000000000000000;1213;2349;7274869,697799999300000;2271187,178999999500000;2349,000000000000000;1213;242;7274869,697799999300000;2271187,178999999500000;242,000000000000000
1214;321;7274894,697799999300000;2271187,178999999500000;321,000000000000000;1214;2349;7274894,697799999300000;2271187,178999999500000;2349,000000000000000;1214;243;7274894,697799999300000;2271187,178999999500000;243,000000000000000
1215;321;7274919,697799999300000;2271187,178999999500000;321,000000000000000;1215;2345;7274919,697799999300000;2271187,178999999500000;2345,000000000000000;1215;242;7274919,697799999300000;2271187,178999999500000;242,000000000000000
1216;321;7274944,697799999300000;2271187,178999999500000;321,000000000000000;1216;2346;7274944,697799999300000;2271187,178999999500000;2346,000000000000000;1216;243;7274944,697799999300000;2271187,178999999500000;243,000000000000000
1217;321;7274969,697799999300000;2271187,178999999500000;321,000000000000000;1217;2343;7274969,697799999300000;2271187,178999999500000;2343,000000000000000;1217;242;7274969,697799999300000;2271187,178999999500000;242,000000000000000
1218;321;7274994,697799999300000;2271187,178999999500000;321,000000000000000;1218;2341;7274994,697799999300000;2271187,178999999500000;2341,000000000000000;1218;242;7274994,697799999300000;2271187,178999999500000;242,000000000000000
1219;321;7275019,697799999300000;2271187,178999999500000;321,000000000000000;1219;2341;7275019,697799999300000;2271187,178999999500000;2341,000000000000000;1219;241;7275019,697799999300000;2271187,178999999500000;241,000000000000000
1220;321;7275044,697799999300000;2271187,178999999500000;321,000000000000000;1220;2338;7275044,697799999300000;2271187,178999999500000;2338,000000000000000;1220;241;7275044,697799999300000;2271187,178999999500000;241,000000000000000
1221;321;7275069,697799999300000;2271187,178999999500000;321,000000000000000;1221;2334;7275069,697799999300000;2271187,178999999500000;2334,000000000000000;1221;241;7275069,697799999300000;2271187,178999999500000;241,000000000000000
1222;321;7275094,697799999300000;2271187,178999999500000;321,000000000000000;1222;2332;7275094,697799999300000;2271187,178999999500000;2332,000000000000000;1222;241;7275094,697799999300000;2271187,178999999500000;241,000000000000000
1223;321;7268619,697799999300000;2271162,178999999500000;321,000000000000000;1223;2795;7268619,697799999300000;2271162,178999999500000;2795,000000000000000;1223;238;7268619,697799999300000;2271162,178999999500000;238,000000000000000
1224;321;7268644,697799999300000;2271162,178999999500000;321,000000000000000;1224;2798;7268644,697799999300000;2271162,178999999500000;2798,000000000000000;1224;237;7268644,697799999300000;2271162,178999999500000;237,000000000000000
1225;321;7268669,697799999300000;2271162,178999999500000;321,000000000000000;1225;2797;7268669,697799999300000;2271162,178999999500000;2797,000000000000000;1225;237;7268669,697799999300000;2271162,178999999500000;237,000000000000000
1226;321;7268694,697799999300000;2271162,178999999500000;321,000000000000000;1226;2802;7268694,697799999300000;2271162,178999999500000;2802,000000000000000;1226;239;7268694,697799999300000;2271162,178999999500000;239,000000000000000
1227;321;7268719,697799999300000;2271162,178999999500000;321,000000000000000;1227;2808;7268719,697799999300000;2271162,178999999500000;2808,000000000000000;1227;241;7268719,697799999300000;2271162,178999999500000;241,000000000000000
1228;321;7268744,697799999300000;2271162,178999999500000;321,000000000000000;1228;2813;7268744,697799999300000;2271162,178999999500000;2813,000000000000000;1228;244;7268744,697799999300000;2271162,178999999500000;244,000000000000000
1229;321;7274669,697799999300000;2271162,178999999500000;321,000000000000000;1229;2370;7274669,697799999300000;2271162,178999999500000;2370,000000000000000;1229;242;7274669,697799999300000;2271162,178999999500000;242,000000000000000
1230;321;7274694,697799999300000;2271162,178999999500000;321,000000000000000;1230;2370;7274694,697799999300000;2271162,178999999500000;2370,000000000000000;1230;239;7274694,697799999300000;2271162,178999999500000;239,000000000000000
1231;321;7274719,697799999300000;2271162,178999999500000;321,000000000000000;1231;2368;7274719,697799999300000;2271162,178999999500000;2368,000000000000000;1231;238;7274719,697799999300000;2271162,178999999500000;238,000000000000000
1232;321;7274744,697799999300000;2271162,178999999500000;321,000000000000000;1232;2369;7274744,697799999300000;2271162,178999999500000;2369,000000000000000;1232;237;7274744,697799999300000;2271162,178999999500000;237,000000000000000
1233;321;7274769,697799999300000;2271162,178999999500000;321,000000000000000;1233;2364;7274769,697799999300000;2271162,178999999500000;2364,000000000000000;1233;237;7274769,697799999300000;2271162,178999999500000;237,000000000000000
1234;321;7274794,697799999300000;2271162,178999999500000;321,000000000000000;1234;2363;7274794,697799999300000;2271162,178999999500000;2363,000000000000000;1234;238;7274794,697799999300000;2271162,178999999500000;238,000000000000000
1235;321;7274819,697799999300000;2271162,178999999500000;321,000000000000000;1235;2360;7274819,697799999300000;2271162,178999999500000;2360,000000000000000;1235;239;7274819,697799999300000;2271162,178999999500000;239,000000000000000
1236;321;7274844,697799999300000;2271162,178999999500000;321,000000000000000;1236;2359;7274844,697799999300000;2271162,178999999500000;2359,000000000000000;1236;241;7274844,697799999300000;2271162,178999999500000;241,000000000000000
1237;321;7274869,697799999300000;2271162,178999999500000;321,000000000000000;1237;2354;7274869,697799999300000;2271162,178999999500000;2354,000000000000000;1237;242;7274869,697799999300000;2271162,178999999500000;242,000000000000000
1238;321;7274894,697799999300000;2271162,178999999500000;321,000000000000000;1238;2354;7274894,697799999300000;2271162,178999999500000;2354,000000000000000;1238;243;7274894,697799999300000;2271162,178999999500000;243,000000000000000
1239;321;7274919,697799999300000;2271162,178999999500000;321,000000000000000;1239;2353;7274919,697799999300000;2271162,178999999500000;2353,000000000000000;1239;243;7274919,697799999300000;2271162,178999999500000;243,000000000000000
1240;321;7274944,697799999300000;2271162,178999999500000;321,000000000000000;1240;2353;7274944,697799999300000;2271162,178999999500000;2353,000000000000000;1240;244;7274944,697799999300000;2271162,178999999500000;244,000000000000000
1241;321;7274969,697799999300000;2271162,178999999500000;321,000000000000000;1241;2349;7274969,697799999300000;2271162,178999999500000;2349,000000000000000;1241;243;7274969,697799999300000;2271162,178999999500000;243,000000000000000
1242;321;7274994,697799999300000;2271162,178999999500000;321,000000000000000;1242;2348;7274994,697799999300000;2271162,178999999500000;2348,000000000000000;1242;242;7274994,697799999300000;2271162,178999999500000;242,000000000000000
1243;321;7275019,697799999300000;2271162,178999999500000;321,000000000000000;1243;2346;7275019,697799999300000;2271162,178999999500000;2346,000000000000000;1243;242;7275019,697799999300000;2271162,178999999500000;242,000000000000000
1244;321;7275044,697799999300000;2271162,178999999500000;321,000000000000000;1244;2344;7275044,697799999300000;2271162,178999999500000;2344,000000000000000;1244;241;7275044,697799999300000;2271162,178999999500000;241,000000000000000
1245;321;7275069,697799999300000;2271162,178999999500000;321,000000000000000;1245;2342;7275069,697799999300000;2271162,178999999500000;2342,000000000000000;1245;240;7275069,697799999300000;2271162,178999999500000;240,000000000000000
1246;321;7275094,697799999300000;2271162,178999999500000;321,000000000000000;1246;2340;7275094,697799999300000;2271162,178999999500000;2340,000000000000000;1246;241;7275094,697799999300000;2271162,178999999500000;241,000000000000000
1247;321;7275119,697799999300000;2271162,178999999500000;321,000000000000000;1247;2335;7275119,697799999300000;2271162,178999999500000;2335,000000000000000;1247;241;7275119,697799999300000;2271162,178999999500000;241,000000000000000
1248;321;7275144,697799999300000;2271162,178999999500000;321,000000000000000;1248;2334;7275144,697799999300000;2271162,178999999500000;2334,000000000000000;1248;243;7275144,697799999300000;2271162,178999999500000;243,000000000000000
1249;321;7268644,697799999300000;2271137,178999999500000;321,000000000000000;1249;2804;7268644,697799999300000;2271137,178999999500000;2804,000000000000000;1249;237;7268644,697799999300000;2271137,178999999500000;237,000000000000000
1250;321;7268669,697799999300000;2271137,178999999500000;321,000000000000000;1250;2807;7268669,697799999300000;2271137,178999999500000;2807,000000000000000;1250;237;7268669,697799999300000;2271137,178999999500000;237,000000000000000
1251;321;7268694,697799999300000;2271137,178999999500000;321,000000000000000;1251;2812;7268694,697799999300000;2271137,178999999500000;2812,000000000000000;1251;239;7268694,697799999300000;2271137,178999999500000;239,000000000000000
1252;321;7268719,697799999300000;2271137,178999999500000;321,000000000000000;1252;2815;7268719,697799999300000;2271137,178999999500000;2815,000000000000000;1252;242;7268719,697799999300000;2271137,178999999500000;242,000000000000000
1253;321;7274669,697799999300000;2271137,178999999500000;321,000000000000000;1253;2374;7274669,697799999300000;2271137,178999999500000;2374,000000000000000;1253;241;7274669,697799999300000;2271137,178999999500000;241,000000000000000
1254;321;7274694,697799999300000;2271137,178999999500000;321,000000000000000;1254;2376;7274694,697799999300000;2271137,178999999500000;2376,000000000000000;1254;240;7274694,697799999300000;2271137,178999999500000;240,000000000000000
1255;321;7274719,697799999300000;2271137,178999999500000;321,000000000000000;1255;2374;7274719,697799999300000;2271137,178999999500000;2374,000000000000000;1255;238;7274719,697799999300000;2271137,178999999500000;238,000000000000000
1256;321;7274744,697799999300000;2271137,178999999500000;321,000000000000000;1256;2374;7274744,697799999300000;2271137,178999999500000;2374,000000000000000;1256;237;7274744,697799999300000;2271137,178999999500000;237,000000000000000
1257;321;7274769,697799999300000;2271137,178999999500000;321,000000000000000;1257;2373;7274769,697799999300000;2271137,178999999500000;2373,000000000000000;1257;236;7274769,697799999300000;2271137,178999999500000;236,000000000000000
1258;321;7274794,697799999300000;2271137,178999999500000;321,000000000000000;1258;2372;7274794,697799999300000;2271137,178999999500000;2372,000000000000000;1258;236;7274794,697799999300000;2271137,178999999500000;236,000000000000000
1259;321;7274819,697799999300000;2271137,178999999500000;321,000000000000000;1259;2367;7274819,697799999300000;2271137,178999999500000;2367,000000000000000;1259;237;7274819,697799999300000;2271137,178999999500000;237,000000000000000
1260;321;7274844,697799999300000;2271137,178999999500000;321,000000000000000;1260;2366;7274844,697799999300000;2271137,178999999500000;2366,000000000000000;1260;239;7274844,697799999300000;2271137,178999999500000;239,000000000000000
1261;321;7274869,697799999300000;2271137,178999999500000;321,000000000000000;1261;2364;7274869,697799999300000;2271137,178999999500000;2364,000000000000000;1261;241;7274869,697799999300000;2271137,178999999500000;241,000000000000000
1262;321;7274894,697799999300000;2271137,178999999500000;321,000000000000000;1262;2362;7274894,697799999300000;2271137,178999999500000;2362,000000000000000;1262;242;7274894,697799999300000;2271137,178999999500000;242,000000000000000
1263;321;7274919,697799999300000;2271137,178999999500000;321,000000000000000;1263;2357;7274919,697799999300000;2271137,178999999500000;2357,000000000000000;1263;244;7274919,697799999300000;2271137,178999999500000;244,000000000000000
1264;321;7274944,697799999300000;2271137,178999999500000;321,000000000000000;1264;2358;7274944,697799999300000;2271137,178999999500000;2358,000000000000000;1264;244;7274944,697799999300000;2271137,178999999500000;244,000000000000000
1265;321;7274969,697799999300000;2271137,178999999500000;321,000000000000000;1265;2354;7274969,697799999300000;2271137,178999999500000;2354,000000000000000;1265;243;7274969,697799999300000;2271137,178999999500000;243,000000000000000
1266;321;7274994,697799999300000;2271137,178999999500000;321,000000000000000;1266;2354;7274994,697799999300000;2271137,178999999500000;2354,000000000000000;1266;243;7274994,697799999300000;2271137,178999999500000;243,000000000000000
1267;321;7275019,697799999300000;2271137,178999999500000;321,000000000000000;1267;2352;7275019,697799999300000;2271137,178999999500000;2352,000000000000000;1267;242;7275019,697799999300000;2271137,178999999500000;242,000000000000000
1268;321;7275044,697799999300000;2271137,178999999500000;321,000000000000000;1268;2351;7275044,697799999300000;2271137,178999999500000;2351,000000000000000;1268;241;7275044,697799999300000;2271137,178999999500000;241,000000000000000
1269;321;7275069,697799999300000;2271137,178999999500000;321,000000000000000;1269;2347;7275069,697799999300000;2271137,178999999500000;2347,000000000000000;1269;241;7275069,697799999300000;2271137,178999999500000;241,000000000000000
1270;321;7275094,697799999300000;2271137,178999999500000;321,000000000000000;1270;2346;7275094,697799999300000;2271137,178999999500000;2346,000000000000000;1270;241;7275094,697799999300000;2271137,178999999500000;241,000000000000000
1271;321;7275119,697799999300000;2271137,178999999500000;321,000000000000000;1271;2342;7275119,697799999300000;2271137,178999999500000;2342,000000000000000;1271;241;7275119,697799999300000;2271137,178999999500000;241,000000000000000
1272;321;7274669,697799999300000;2271112,178999999500000;321,000000000000000;1272;2379;7274669,697799999300000;2271112,178999999500000;2379,000000000000000;1272;241;7274669,697799999300000;2271112,178999999500000;241,000000000000000
1273;321;7274694,697799999300000;2271112,178999999500000;321,000000000000000;1273;2381;7274694,697799999300000;2271112,178999999500000;2381,000000000000000;1273;241;7274694,697799999300000;2271112,178999999500000;241,000000000000000
1274;321;7274719,697799999300000;2271112,178999999500000;321,000000000000000;1274;2381;7274719,697799999300000;2271112,178999999500000;2381,000000000000000;1274;242;7274719,697799999300000;2271112,178999999500000;242,000000000000000
1275;321;7274744,697799999300000;2271112,178999999500000;321,000000000000000;1275;2383;7274744,697799999300000;2271112,178999999500000;2383,000000000000000;1275;240;7274744,697799999300000;2271112,178999999500000;240,000000000000000
1276;321;7274769,697799999300000;2271112,178999999500000;321,000000000000000;1276;2380;7274769,697799999300000;2271112,178999999500000;2380,000000000000000;1276;239;7274769,697799999300000;2271112,178999999500000;239,000000000000000
1277;321;7274794,697799999300000;2271112,178999999500000;321,000000000000000;1277;2380;7274794,697799999300000;2271112,178999999500000;2380,000000000000000;1277;238;7274794,697799999300000;2271112,178999999500000;238,000000000000000
1278;321;7274819,697799999300000;2271112,178999999500000;321,000000000000000;1278;2378;7274819,697799999300000;2271112,178999999500000;2378,000000000000000;1278;237;7274819,697799999300000;2271112,178999999500000;237,000000000000000
1279;321;7274844,697799999300000;2271112,178999999500000;321,000000000000000;1279;2375;7274844,697799999300000;2271112,178999999500000;2375,000000000000000;1279;238;7274844,697799999300000;2271112,178999999500000;238,000000000000000
1280;321;7274869,697799999300000;2271112,178999999500000;321,000000000000000;1280;2370;7274869,697799999300000;2271112,178999999500000;2370,000000000000000;1280;239;7274869,697799999300000;2271112,178999999500000;239,000000000000000
1281;321;7274894,697799999300000;2271112,178999999500000;321,000000000000000;1281;2368;7274894,697799999300000;2271112,178999999500000;2368,000000000000000;1281;241;7274894,697799999300000;2271112,178999999500000;241,000000000000000
1282;321;7274919,697799999300000;2271112,178999999500000;321,000000000000000;1282;2362;7274919,697799999300000;2271112,178999999500000;2362,000000000000000;1282;242;7274919,697799999300000;2271112,178999999500000;242,000000000000000
1283;321;7274944,697799999300000;2271112,178999999500000;321,000000000000000;1283;2362;7274944,697799999300000;2271112,178999999500000;2362,000000000000000;1283;243;7274944,697799999300000;2271112,178999999500000;243,000000000000000
1284;321;7274969,697799999300000;2271112,178999999500000;321,000000000000000;1284;2361;7274969,697799999300000;2271112,178999999500000;2361,000000000000000;1284;243;7274969,697799999300000;2271112,178999999500000;243,000000000000000
1285;321;7274994,697799999300000;2271112,178999999500000;321,000000000000000;1285;2360;7274994,697799999300000;2271112,178999999500000;2360,000000000000000;1285;242;7274994,697799999300000;2271112,178999999500000;242,000000000000000
1286;321;7275019,697799999300000;2271112,178999999500000;321,000000000000000;1286;2357;7275019,697799999300000;2271112,178999999500000;2357,000000000000000;1286;242;7275019,697799999300000;2271112,178999999500000;242,000000000000000
1287;321;7275044,697799999300000;2271112,178999999500000;321,000000000000000;1287;2357;7275044,697799999300000;2271112,178999999500000;2357,000000000000000;1287;242;7275044,697799999300000;2271112,178999999500000;242,000000000000000
1288;321;7275069,697799999300000;2271112,178999999500000;321,000000000000000;1288;2353;7275069,697799999300000;2271112,178999999500000;2353,000000000000000;1288;241;7275069,697799999300000;2271112,178999999500000;241,000000000000000
1289;321;7275094,697799999300000;2271112,178999999500000;321,000000000000000;1289;2350;7275094,697799999300000;2271112,178999999500000;2350,000000000000000;1289;241;7275094,697799999300000;2271112,178999999500000;241,000000000000000
1290;321;7275119,697799999300000;2271112,178999999500000;321,000000000000000;1290;2348;7275119,697799999300000;2271112,178999999500000;2348,000000000000000;1290;241;7275119,697799999300000;2271112,178999999500000;241,000000000000000
1291;321;7274694,697799999300000;2271087,178999999500000;321,000000000000000;1291;2388;7274694,697799999300000;2271087,178999999500000;2388,000000000000000;1291;241;7274694,697799999300000;2271087,178999999500000;241,000000000000000
1292;321;7274719,697799999300000;2271087,178999999500000;321,000000000000000;1292;2388;7274719,697799999300000;2271087,178999999500000;2388,000000000000000;1292;242;7274719,697799999300000;2271087,178999999500000;242,000000000000000
1293;321;7274744,697799999300000;2271087,178999999500000;321,000000000000000;1293;2390;7274744,697799999300000;2271087,178999999500000;2390,000000000000000;1293;242;7274744,697799999300000;2271087,178999999500000;242,000000000000000
1294;321;7274769,697799999300000;2271087,178999999500000;321,000000000000000;1294;2389;7274769,697799999300000;2271087,178999999500000;2389,000000000000000;1294;240;7274769,697799999300000;2271087,178999999500000;240,000000000000000
1295;321;7274794,697799999300000;2271087,178999999500000;321,000000000000000;1295;2388;7274794,697799999300000;2271087,178999999500000;2388,000000000000000;1295;240;7274794,697799999300000;2271087,178999999500000;240,000000000000000
1296;321;7274819,697799999300000;2271087,178999999500000;321,000000000000000;1296;2384;7274819,697799999300000;2271087,178999999500000;2384,000000000000000;1296;238;7274819,697799999300000;2271087,178999999500000;238,000000000000000
1297;321;7274844,697799999300000;2271087,178999999500000;321,000000000000000;1297;2382;7274844,697799999300000;2271087,178999999500000;2382,000000000000000;1297;238;7274844,697799999300000;2271087,178999999500000;238,000000000000000
1298;321;7274869,697799999300000;2271087,178999999500000;321,000000000000000;1298;2374;7274869,697799999300000;2271087,178999999500000;2374,000000000000000;1298;239;7274869,697799999300000;2271087,178999999500000;239,000000000000000
1299;321;7274894,697799999300000;2271087,178999999500000;321,000000000000000;1299;2373;7274894,697799999300000;2271087,178999999500000;2373,000000000000000;1299;240;7274894,697799999300000;2271087,178999999500000;240,000000000000000
1300;321;7274919,697799999300000;2271087,178999999500000;321,000000000000000;1300;2371;7274919,697799999300000;2271087,178999999500000;2371,000000000000000;1300;241;7274919,697799999300000;2271087,178999999500000;241,000000000000000
1301;321;7274944,697799999300000;2271087,178999999500000;321,000000000000000;1301;2369;7274944,697799999300000;2271087,178999999500000;2369,000000000000000;1301;242;7274944,697799999300000;2271087,178999999500000;242,000000000000000
1302;321;7274969,697799999300000;2271087,178999999500000;321,000000000000000;1302;2367;7274969,697799999300000;2271087,178999999500000;2367,000000000000000;1302;241;7274969,697799999300000;2271087,178999999500000;241,000000000000000
1303;321;7274994,697799999300000;2271087,178999999500000;321,000000000000000;1303;2367;7274994,697799999300000;2271087,178999999500000;2367,000000000000000;1303;242;7274994,697799999300000;2271087,178999999500000;242,000000000000000
1304;321;7275019,697799999300000;2271087,178999999500000;321,000000000000000;1304;2366;7275019,697799999300000;2271087,178999999500000;2366,000000000000000;1304;242;7275019,697799999300000;2271087,178999999500000;242,000000000000000
1305;321;7275044,697799999300000;2271087,178999999500000;321,000000000000000;1305;2365;7275044,697799999300000;2271087,178999999500000;2365,000000000000000;1305;241;7275044,697799999300000;2271087,178999999500000;241,000000000000000
1306;321;7275069,697799999300000;2271087,178999999500000;321,000000000000000;1306;2360;7275069,697799999300000;2271087,178999999500000;2360,000000000000000;1306;241;7275069,697799999300000;2271087,178999999500000;241,000000000000000
1307;321;7275094,697799999300000;2271087,178999999500000;321,000000000000000;1307;2358;7275094,697799999300000;2271087,178999999500000;2358,000000000000000;1307;241;7275094,697799999300000;2271087,178999999500000;241,000000000000000
1308;321;7275119,697799999300000;2271087,178999999500000;321,000000000000000;1308;2353;7275119,697799999300000;2271087,178999999500000;2353,000000000000000;1308;241;7275119,697799999300000;2271087,178999999500000;241,000000000000000
1309;321;7274694,697799999300000;2271062,178999999500000;321,000000000000000;1309;2396;7274694,697799999300000;2271062,178999999500000;2396,000000000000000;1309;242;7274694,697799999300000;2271062,178999999500000;242,000000000000000
1310;321;7274719,697799999300000;2271062,178999999500000;321,000000000000000;1310;2397;7274719,697799999300000;2271062,178999999500000;2397,000000000000000;1310;242;7274719,697799999300000;2271062,178999999500000;242,000000000000000
1311;321;7274744,697799999300000;2271062,178999999500000;321,000000000000000;1311;2396;7274744,697799999300000;2271062,178999999500000;2396,000000000000000;1311;244;7274744,697799999300000;2271062,178999999500000;244,000000000000000
1312;321;7274769,697799999300000;2271062,178999999500000;321,000000000000000;1312;2394;7274769,697799999300000;2271062,178999999500000;2394,000000000000000;1312;243;7274769,697799999300000;2271062,178999999500000;243,000000000000000
1313;321;7274794,697799999300000;2271062,178999999500000;321,000000000000000;1313;2393;7274794,697799999300000;2271062,178999999500000;2393,000000000000000;1313;242;7274794,697799999300000;2271062,178999999500000;242,000000000000000
1314;321;7274819,697799999300000;2271062,178999999500000;321,000000000000000;1314;2387;7274819,697799999300000;2271062,178999999500000;2387,000000000000000;1314;241;7274819,697799999300000;2271062,178999999500000;241,000000000000000
1315;321;7274844,697799999300000;2271062,178999999500000;321,000000000000000;1315;2387;7274844,697799999300000;2271062,178999999500000;2387,000000000000000;1315;239;7274844,697799999300000;2271062,178999999500000;239,000000000000000
1316;321;7274869,697799999300000;2271062,178999999500000;321,000000000000000;1316;2384;7274869,697799999300000;2271062,178999999500000;2384,000000000000000;1316;239;7274869,697799999300000;2271062,178999999500000;239,000000000000000
1317;321;7274894,697799999300000;2271062,178999999500000;321,000000000000000;1317;2382;7274894,697799999300000;2271062,178999999500000;2382,000000000000000;1317;239;7274894,697799999300000;2271062,178999999500000;239,000000000000000
1318;321;7274919,697799999300000;2271062,178999999500000;321,000000000000000;1318;2377;7274919,697799999300000;2271062,178999999500000;2377,000000000000000;1318;239;7274919,697799999300000;2271062,178999999500000;239,000000000000000
1319;321;7274944,697799999300000;2271062,178999999500000;321,000000000000000;1319;2376;7274944,697799999300000;2271062,178999999500000;2376,000000000000000;1319;240;7274944,697799999300000;2271062,178999999500000;240,000000000000000
1320;321;7274969,697799999300000;2271062,178999999500000;321,000000000000000;1320;2375;7274969,697799999300000;2271062,178999999500000;2375,000000000000000;1320;241;7274969,697799999300000;2271062,178999999500000;241,000000000000000
1321;321;7274994,697799999300000;2271062,178999999500000;321,000000000000000;1321;2374;7274994,697799999300000;2271062,178999999500000;2374,000000000000000;1321;241;7274994,697799999300000;2271062,178999999500000;241,000000000000000
1322;321;7275019,697799999300000;2271062,178999999500000;321,000000000000000;1322;2371;7275019,697799999300000;2271062,178999999500000;2371,000000000000000;1322;241;7275019,697799999300000;2271062,178999999500000;241,000000000000000
1323;321;7275044,697799999300000;2271062,178999999500000;321,000000000000000;1323;2370;7275044,697799999300000;2271062,178999999500000;2370,000000000000000;1323;241;7275044,697799999300000;2271062,178999999500000;241,000000000000000
1324;321;7275069,697799999300000;2271062,178999999500000;321,000000000000000;1324;2364;7275069,697799999300000;2271062,178999999500000;2364,000000000000000;1324;241;7275069,697799999300000;2271062,178999999500000;241,000000000000000
1325;321;7275094,697799999300000;2271062,178999999500000;321,000000000000000;1325;2364;7275094,697799999300000;2271062,178999999500000;2364,000000000000000;1325;240;7275094,697799999300000;2271062,178999999500000;240,000000000000000
1326;321;7274694,697799999300000;2271037,178999999500000;321,000000000000000;1326;2403;7274694,697799999300000;2271037,178999999500000;2403,000000000000000;1326;243;7274694,697799999300000;2271037,178999999500000;243,000000000000000
1327;321;7274719,697799999300000;2271037,178999999500000;321,000000000000000;1327;2403;7274719,697799999300000;2271037,178999999500000;2403,000000000000000;1327;243;7274719,697799999300000;2271037,178999999500000;243,000000000000000
1328;321;7274744,697799999300000;2271037,178999999500000;321,000000000000000;1328;2402;7274744,697799999300000;2271037,178999999500000;2402,000000000000000;1328;244;7274744,697799999300000;2271037,178999999500000;244,000000000000000
1329;321;7274769,697799999300000;2271037,178999999500000;321,000000000000000;1329;2397;7274769,697799999300000;2271037,178999999500000;2397,000000000000000;1329;244;7274769,697799999300000;2271037,178999999500000;244,000000000000000
1330;321;7274794,697799999300000;2271037,178999999500000;321,000000000000000;1330;2398;7274794,697799999300000;2271037,178999999500000;2398,000000000000000;1330;243;7274794,697799999300000;2271037,178999999500000;243,000000000000000
1331;321;7274819,697799999300000;2271037,178999999500000;321,000000000000000;1331;2395;7274819,697799999300000;2271037,178999999500000;2395,000000000000000;1331;243;7274819,697799999300000;2271037,178999999500000;243,000000000000000
1332;321;7274844,697799999300000;2271037,178999999500000;321,000000000000000;1332;2394;7274844,697799999300000;2271037,178999999500000;2394,000000000000000;1332;242;7274844,697799999300000;2271037,178999999500000;242,000000000000000
